ETC_20150317_000001	凱帕
ETC_20150717_013603	[雜貨商人]{nl}    米利娜
ETC_20150717_013604	魔力控制魔法陣
ETC_20150717_013605	脫隊的警備兵
ETC_20150717_013606	王國軍警備兵屍體
ETC_20150717_013607	沒有怪物重生
ETC_20150717_013608	內城廓地區
ETC_20150717_013609	被石化的怪物
ETC_20150717_013610	可疑的水晶
ETC_20150717_013611	可疑的雕刻物
ETC_20150717_013612	為12歲使用。
ETC_20150717_013613	獲得{How}銀幣了。
ETC_20150717_013614	{@st59}增加SP最大量、增加SP恢復量、增加格檔貫穿{/}
ETC_20150717_013615	{@st59}增加魔法攻擊力{/}
ETC_20150729_013616	柯里曼
ETC_20150729_013617	地雷陷阱
ETC_20150729_013618	補抓器陷阱
ETC_20150729_013619	溫迪戈搜查員
ETC_20150729_013620	大地的柯里曼
ETC_20150729_013621	巨大蝙蝠
ETC_20150729_013622	藍色墓地青苔泥人
ETC_20150729_013623	隊伍戰鬥聯賽
ETC_20150729_013624	隊伍戰鬥聯盟
ETC_20150729_013625	這邊！
ETC_20150729_013626	走吧！
ETC_20150729_013627	聖物狀態異常！
ETC_20150729_013628	請消滅鐵甲殘魔！
ETC_20150729_013629	大地女神澤米娜…
ETC_20150729_013630	沙傑爾好像被狼人襲擊了。{nl}請消滅狼人！
ETC_20150729_013631	特制香爐
ETC_20150729_013632	紅焰寶石正在爆走。
ETC_20150729_013633	結界效果 ： 力量
ETC_20150729_013634	已從活性化的結界那裡獲得力量增加的效果。
ETC_20150729_013635	結界效果 ： 體力
ETC_20150729_013636	已從活性化的結界那裡獲得體力增加的效果。
ETC_20150729_013637	結界效果 ： 智力
ETC_20150729_013638	已從活性化的結界那裡獲得智力增加的效果。
ETC_20150729_013639	結界效果 ： 敏捷
ETC_20150729_013640	已從活性化的結界那裡獲得敏捷增加的效果。
ETC_20150729_013641	靈魂消耗中
ETC_20150729_013642	氣息流失的感覺一直持續，同時耐力也在流失。
ETC_20150729_013643	聖所的祝福 - 攻擊力增加
ETC_20150729_013644	獲得聖所的祝福，攻擊力增加。
ETC_20150729_013645	由於強大的魔力保護膜，所有攻擊都行不通。
ETC_20150729_013646	在來歷不明的遺跡上瀰漫著神聖的力量
ETC_20150729_013647	對遺跡周圍所有的邪惡東西降下神聖的懲罰。
ETC_20150729_013648	在來歷不明的水晶柱上瀰漫著祝福
ETC_20150729_013649	因為神聖的祝福，攻擊力和防禦力略微增加了。
ETC_20150729_013650	在來歷不明的水晶上瀰漫著神聖的力量
ETC_20150729_013651	對周圍所有的邪惡東西降下神聖的懲罰。
ETC_20150729_013652	在來歷不明的石柱上瀰漫著祝福
ETC_20150729_013653	因為神聖祝福的影響，防禦力和恢復力略微增加了。
ETC_20150729_013654	來歷不明的碑石上瀰漫著淨化氣息。
ETC_20150729_013655	因為淨化氣息的影響，所有傷口開始癒合。
ETC_20150729_013656	因為神聖祝福的影響，勇氣像泉水一樣湧了出來。
ETC_20150729_013657	因為神聖的祝福，彌漫著堅強氣息。
ETC_20150729_013658	屍體
ETC_20150729_013659	屍體倒下來了。
ETC_20150729_013660	掛在寵物上
ETC_20150729_013661	經驗值驚喜
ETC_20150729_013662	迴避率增加。
ETC_20150729_013663	爆炸
ETC_20150729_013664	要死掉時會爆炸。
ETC_20150729_013665	抵抗
ETC_20150729_013666	武器損傷
ETC_20150729_013667	物理攻擊時耐久度下降
ETC_20150729_013668	弓箭抵抗
ETC_20150729_013669	對弓箭攻擊的抵抗增加。
ETC_20150729_013670	屬性抵抗
ETC_20150729_013671	提升隨著屬性不同的魔法抵抗。
ETC_20150729_013672	升級
ETC_20150729_013673	變異形怪物對於睡眠狀態具有免疫力，且會升級。
ETC_20150729_013674	快速的恢復力
ETC_20150729_013675	回復能力提升。
ETC_20150729_013676	可以讓角色自由移動。
ETC_20150729_013677	使用這些鍵可以讓角色移動。{nl}{img arrowkey_up 40 40}{img arrowkey_down 40 40}{img arrowkey_left 40 40}{img arrowkey_right 40 40}
ETC_20150729_013678	手把操作時，使用{img move_all 40 40}鍵或是{img stic_L 40 40}鍵可以移動。
ETC_20150729_013679	滑鼠操作時，{img mouseclick_left 40 40}地面後，角色就會移動至該場所。
ETC_20150729_013680	滑鼠操作時，使用{img W 40 40}, {img A 40 40}, {img S 40 40}, {img D 40 40}鍵也可以進行移動。
ETC_20150729_013681	戰士系職業迅速地輸入同樣的方向鍵兩次時，會使用疾走。
ETC_20150729_013682	小幫手用{img F10 40 40}鍵可以再次查看。
ETC_20150729_013683	跳躍可以跳過較低的障礙物或爬上較高的地方。
ETC_20150729_013684	使用{img X 40 40}鍵可以跳躍。
ETC_20150729_013685	手把操作時，以{img a_on_button 40 40}鍵進行跳躍。
ETC_20150729_013686	滑鼠操作時，使用{img space 40 40}鍵。
ETC_20150729_013687	使用{img Z 40 40}鍵可以進行角色個別基本攻擊。
ETC_20150729_013688	以滑鼠操作時，使用{img Z 40 40}鍵或是{img mouseclick_left 40 40}{nl}敵人，可以進行基本攻擊。{nl} {nl}要以搖桿手把操作時，使用{img x_on_button 40 40}鍵。
ETC_20150729_013689	使用{img ctrl 40 40}鍵可以固定目標。
ETC_20150729_013690	使用{img Alt 40 40}鍵可以停止移動中的角色。
ETC_20150729_013691	{img space 40 40}現在立刻望向目標。
ETC_20150729_013692	地圖可以確認目前自己的位置和重要地區。
ETC_20150729_013693	使用{img M 40 40}鍵可以確認目前所處地區的地圖。
ETC_20150729_013694	{nl} {nl}迷你地圖會標示位於目前地區的情報或是{nl}NPC。{nl}{img minimap_leader 25 25} ： 此為標示目前玩家位置的圖示。{nl}{img minimap_1_MAIN 25 25} ： 顯示目前進行任務的目標地點。{nl}{img minimap_0 25 25} ： 顯示目前地區的重要NPC的位置。{nl}{img minimap_goddess 25 25} ： 顯示可以移動至遙遠地區的女神像位置。{nl}{img minimap_board 25 25} ： 顯示具有各種情報的佈告欄。{nl}{img minimap_portal 25 25} ： 顯示可以移動至其它地區的通道。{nl} {nl}
ETC_20150729_013695	使用{img N 40 40}鍵可以確認世界地圖。
ETC_20150729_013696	無法拜訪的地區不會被標示在世界地圖，{nl}拜訪過一次的地區就會在世界地圖上標示。
ETC_20150729_013697	將滑鼠移到標示地區上，可以看到在角色該地區上{nl}所完成的進度。
ETC_20150729_013698	使用透過升級所獲得到的狀態點數，可以使角色的能力值成長。
ETC_20150729_013699	使用{img F1 40 40}鍵開啟角色資訊視窗後，可以確認角色屬性情報。
ETC_20150729_013700	將屬性點數投資在力量/體力/智力/精神/敏捷上，可以讓角色成長。{nl} {nl} -力量：增加物理攻擊力、暴擊攻擊力、持有限制重量{nl} {nl}-體力 ： 增加最大HP、HP恢復力、擋格、暴擊抵抗、持有限制重量{nl} {nl}-智力 ： 增加魔法攻擊力{nl} {nl}-精神 ： 增加最大SP、SP恢復力、魔法防禦力、擋格貫穿{nl} {nl}-敏捷 ： 增加命中、迴避、暴擊發生機率{nl}
ETC_20150729_013701	想投資的屬性效果可以在下方確認。
ETC_20150729_013702	使用職業等級成長時所獲得的技能點數，可以管理角色的技能。
ETC_20150729_013703	使用{img F3 40 40}鍵可以確認技能窗。
ETC_20150729_013704	點擊{img skillup 40 40}鈕可以提升技能等級。
ETC_20150729_013705	向大師NPC學習特性，可以讓角色更茁壯地成長。
ETC_20150729_013706	可以向各職業大師NPC學習特性。
ETC_20150729_013707	要學習特性，需要適當量的銀幣。{nl}而且想按各特性完成學習，也會需要時間。
ETC_20150729_013708	特性在完成學習以後就可以使用，如果開始特性學習，那段期間內無法學習其它特性。
ETC_20150729_013709	部份特性可以配合狀況，開啟或關掉功能。
ETC_20150729_013710	職業等級達到15以後，就可以選擇轉職。
ETC_20150729_013711	選擇要轉職的任務後，可以從該職業大師那獲得轉職任務。
ETC_20150729_013712	開始轉職任務後，直到下次轉職之前，都無法變更所選擇的職業。
ETC_20150729_013713	完成轉職任務後，就實現轉職。
ETC_20150729_013714	在背包裡可以確認裝備中或是持有中的道具和所擁有的財物、重量。
ETC_20150729_013715	使用{img F2 40 40}鍵可以開啟背包視窗。
ETC_20150729_013716	在背包窗的上方，會出現角色在各部上配戴中的裝備。
ETC_20150729_013717	背包的道具會按照種類分類。{nl} {nl}在背包按下整理，背包裡的道具會按照名字順序整理。
ETC_20150729_013718	{nl} {nl}使用搜索後，可以輕鬆找到想要找的道具。
ETC_20150729_013719	{nl} {nl}在最下方可以看到目前背包內的道具重量總合和擁有的NXP、持有金額。
ETC_20150729_013720	在任務窗可以確認目前可執行的任務情報。
ETC_20150729_013721	使用{img F5 40 40}鍵可以確認目前可執行或是執行中的任務目錄。
ETC_20150729_013722	{nl} {nl}放棄的任務使用在任務窗上面的
ETC_20150729_013723	透過按鍵可以立即重新開始放棄的任務。 部份任務無法放棄。
ETC_20150729_013724	{nl} {nl}在任務名稱前面選擇確認，可以登錄或解除任務提示。
ETC_20150729_013725	在冒險日誌上可以確認遊戲進行度或角色排名。
ETC_20150729_013726	角色所進行的遊戲情報會被記錄在冒險日誌，使用{img F4 40 40}鍵可以確認冒險日誌。
ETC_20150729_013727	透過道具獲得、怪物獵殺、製作、地圖探險、內容進行，可以獲得冒險指數。
ETC_20150729_013728	隨著角色的冒險指數，於位柯拉佩達的
ETC_20150729_013729	請使用{img F1 40 40}鍵開啟角色資訊視窗，透過成就分頁確認角色的成就。
ETC_20150729_013730	使用復活功能後，死掉的角色會再次復活。
ETC_20150729_013731	HP為0的角色
ETC_20150729_013732	，會成為該狀態。{nl} {nl}角色陷入無法戰鬥狀態後，配戴中的裝備耐久度會大幅減少。
ETC_20150729_013733	{nl} {nl}在地下城死亡時，背包裡持有的寶石會掉到地上。
ETC_20150729_013734	可以和其它玩家組隊一起進行遊戲。
ETC_20150729_013735	使用{img F6 40 40}鍵可以確認組隊資訊視窗。{nl} {nl}按下方的創建隊伍鈕可以創建隊伍。
ETC_20150729_013736	在構成可以設定自己的遊戲風格和想要的組隊構成。{nl} {nl}使用尋找組隊員功能時，會將該內容做為依據，找尋組隊成員。
ETC_20150729_013737	如果找到符合組隊條件的角色後，使用{img mouseclick_right 40 40}可以{nl}邀請組隊。
ETC_20150729_013738	在組隊活動上，可以查看能夠和組隊成員一起享受的內容。
ETC_20150729_013739	各個內容只有在滿足特定條件時，才能以組隊單位參與。
ETC_20150729_013740	在設定上可以設定組隊名稱、組隊說明、道具、經驗值分配規則等。
ETC_20150729_013741	在右側可以確認公開組隊目錄。
ETC_20150729_013742	眺望怪物或是靠近之後，可以確認怪物資訊視窗。
ETC_20150729_013743	怪物各擁有一個元素屬性和防禦屬性。
ETC_20150729_013744	消耗的HP/SP/耐力可以用恢復功能回復。
ETC_20150729_013745	[休息模式]：使用{img Insert 40 40}鍵可以使用休息模式。
ETC_20150729_013746	如果在休息模式中點燃營火，可以恢復得更快速
ETC_20150729_013747	{nl} {nl}[營火]：營火只有在休息時可以設置，休息時可以讓恢復速度增加。
ETC_20150729_013748	{nl} {nl}[自然回復]：
ETC_20150729_013749	自然回復相較其它回復方法顯得回復較慢，但是不需要其它的操作或是條件。
ETC_20150729_013750	{nl} {nl}[藥水回復]：隨著使用的藥水，立即恢復HP/SP/耐力。
ETC_20150729_013751	藥水有冷卻時間。
ETC_20150729_013752	{nl} {nl}[破壞樹根水晶]：破壞樹根水晶後，在被破壞的樹根水晶附近的所有角色的耐力會回復。
ETC_20150729_013753	破壞樹根水晶後，可以回復耐力。
ETC_20150729_013754	破壞樹根水晶後，可回復周圍所有玩家的耐力。
ETC_20150729_013755	隊伍戰鬥聯賽
ETC_20150729_013756	隊伍戰鬥聯賽是玩家之間以5：5展開戰鬥的團體戰。
ETC_20150729_013757	組隊隊長按下同意，且組隊成員如果全部都同意的狀態，就會搜尋對戰對手。找到對手後，會移動至進行地區並開始戰鬥。
ETC_20150729_013758	隊伍戰鬥聯賽以3戰2勝制進行。
ETC_20150729_013759	獲得製作書，可以製作有用的道具。
ETC_20150729_013760	製作書可以透過消滅怪物、從商人那購買、任務獎勵等多樣的路徑獲得。
ETC_20150729_013761	{nl} {nl}道具製作按下{img Insert 40 40}鍵轉換為休息模式後，就可以開始。
ETC_20150729_013762	{nl} {nl}製作所需要的材料如果足夠，
ETC_20150729_013763	，按下此鍵製作道具。
ETC_20150729_013764	製作道具，使用者可以任意放入道具名稱或紙條。
ETC_20150729_013765	透過道具交易窗可以和商人NPC交易道具。
ETC_20150729_013766	[購買]：將想購買的道具以{img mouseclick_right 40 40}來{nl}登錄至購買道具，決定數量後
ETC_20150729_013767	，按下此鍵{nl}進行交易。{nl}要一次購買許多個時，以{img shift 40 40}+{img mouseclick_right 40 40}來{nl}決定數量。{nl} {nl}[販賣]：將背包上想販賣的道具以{img mouseclick_right 40 40}{nl}登錄至販賣道具，決定好數量後
ETC_20150729_013768	，按下此鍵進行交易。{nl}雙擊{img mouseclick_right 40 40}時，可以將該道具全部販賣。{nl} {nl}
ETC_20150729_013769	{nl} {nl}販賣給商店的道具可以重新買進。
ETC_20150729_013770	在下方我所販賣的道具上，{img mouseclick_right 40 40}該道具後，{nl}或是從目錄上刪掉。
ETC_20150729_013771	強化裝備，可以提高裝備的基本性能。
ETC_20150729_013772	裝備強化上，鐵砧和按強化階段所需要的強化費用。
ETC_20150729_013773	道具可以透過向雜貨商人購買或是獵殺怪物取得。
ETC_20150729_013774	{nl} {nl}{img mouseclick_right 40 40}使用鐵砧後，如果點擊要強化的道具，就可以看到強化窗。
ETC_20150729_013775	{nl} {nl}在裝備強化上如果成功後，該裝備的主要點數會上升，
ETC_20150729_013776	{nl} {nl}+5 以上的武器強化失敗時，潛力會被消耗，強化效果會被重置。潛力為0時，道具就會被消毀。
ETC_20150729_013777	耐久度減少的裝備可以拜託鐵匠NPC修理。
ETC_20150729_013778	耐久度減少的道具可以在在修理窗進行修理。
ETC_20150729_013779	{nl} {nl}選擇要修理的道具後，如果點擊裝備修理，會支付修理費用，所選擇的道具的耐久度會恢復至最大值。
ETC_20150729_013780	按寶石種類或配戴的裝備的種類，效果會有不同。
ETC_20150729_013781	{nl} {nl}在休息模式下可以透過寶石強化提升寶石等級。
ETC_20150729_013782	寶石強化的材料為其它寶石或是寶石研磨劑。
