QUEST_LV_0100_20150317_000001	警戒兵
QUEST_LV_0100_20150730_007755	因為我的誤信，結果連是否是邪惡的聖物都沒多加懷疑，就這樣把棺木給摧毀…真是沒臉見您…{nl}現在邪惡的聖物也消失了，我的能力能夠幫助您平定這個騷動的。{nl}
QUEST_LV_0100_20150730_007756	我想以道歉的名義來幫助守墓人。{nl}但若要馬上告訴守墓人的話我真的沒有勇氣呢！你能否代替我告訴他我的心意呢？
QUEST_LV_0100_20150730_007757	這群該死的邪教徒們！ 竟然盜用女神之名做這種惡作劇…{nl}汙辱故人也要有個限度。真想馬上抓住這些傢伙讓他們付出代價…{nl}
QUEST_LV_0100_20150730_007758	但是，身為守墓人必須先穩定地下墓穴。{nl}謝謝。多虧你讓我領悟到，讓復活的人們重新安息也是守墓人的責任。{nl}既然邪靈祭司說會借力量給我，那我就跟邪靈祭司一起以地下墓穴守墓人的身份，讓剩下的人也安息。{nl}
QUEST_LV_0100_20150730_007759	真理之樹教團經過了這裡
QUEST_LV_0100_20150730_007760	卡爾拉日的靈廟
QUEST_LV_0100_20150730_007761	往　　進去了。{nl}竟然要在這個地方尋找能夠實踐自己的教理還是什麼的…{nl}如果你能進入卡爾拉日的靈廟，再幫我打聽一下關於那些傢伙的事。{nl}不管怎麼想，還是覺得那些傢伙不正常。
QUEST_LV_0100_20150730_007762	竟然也不是這裡…到底是消失到哪裡去了…澤米娜女神…
QUEST_LV_0100_20150730_007763	關於女神的聖物
QUEST_LV_0100_20150730_007764	守墓人生氣的理由
QUEST_LV_0100_20150730_007765	尤塔來找過女神。
QUEST_LV_0100_20150730_007766	這不是我該知道的事。
QUEST_LV_0100_20150730_007767	守墓人的咒術人偶
QUEST_LV_0100_20150730_007768	交談中/TALK/2/TRACK_BEFORE/None
QUEST_LV_0100_20150730_007769	詭異的信徒們
QUEST_LV_0100_20150730_007770	據祭司尤塔所言，那些屍體是從地表冒出的棺木裡跑出來的。{nl}請摧毀從地表冒出的棺木。
QUEST_LV_0100_20150730_007771	從守墓人的箱子裡拿出咒術人偶
QUEST_LV_0100_20150730_007772	守墓人希奇斯拜託你從守墓人的箱子中拿出咒術人偶。
QUEST_LV_0100_20150730_007773	請將從守墓人的箱子中拿出的咒術人偶交給希奇斯。
QUEST_LV_0100_20150803_007774	請快去史爾特凱拉森林找回啟示。{nl}現在正是好機會啊趁魔君主佛蘭普正在恢復力量的時候趕快行重吧。
QUEST_LV_0100_20150803_007775	是很黑暗又能感受到強大力量的聲音。{nl}不要再往裡面走會比較好喔…
QUEST_LV_0100_20150803_007776	年長管理員
QUEST_LV_0100_20150803_007777	蘊含怨恨的靈魂
QUEST_LV_0100_20150803_007778	別擔心。我會告訴你解毒劑的配方。{nl}材料只需要這裡的利迪梅得草葉就夠了。
QUEST_LV_0100_20150803_007779	這個地方，如果是管理地下墓穴的守墓者的話，會不會知道一些關於那個聖物和結界的事呢？{nl}但是，我無法跟守墓者搭話。{nl}
QUEST_LV_0100_20150803_007780	因為進入這個地方後，在準備儀式的過程中，守墓者曾對我發過脾氣。{nl}不知道你可不可以代替我，問一下守墓者關於女神聖物的事呢？
QUEST_LV_0100_20150803_007781	他們是在我跟著女神的足跡來到地下墓穴的時候，毀掉儀式的屍體。{nl}當時看到屍體們從棺木中走出來的樣子，就決定要在他們醒來前把棺木給毀掉。{nl}
QUEST_LV_0100_20150803_007782	剛好看到這個場面的守墓者，認為我在對亡者不敬發了很大的脾氣。{nl}當時只想著，要是他也有看到屍體復活的樣子就好了…
QUEST_LV_0100_20150803_007783	女神的聖物？ 那是什麼？ 你也跟那個沒禮貌的邪靈祭司是同一邊的嗎？{nl}是的話就給我馬上滾出這個墓園。只要想到邪靈祭司那傢伙，就讓我氣得咬牙切齒。{nl}
QUEST_LV_0100_20150803_007784	說什麼因為屍體復活了，所以就把放有亡者的棺木給破壞了！{nl}怎麼可以做了這種事後，還能若無其事的到處跑！
QUEST_LV_0100_20150803_007785	如果你是指邪靈祭司說的女神聖物，我也有看到。那是真理之樹教團那些傢伙立在那的聖物。{nl}他們認為自己是澤美娜女神的正式祭司團，這個墓地又所屬於澤美娜女神的領域，便說那是能賜福的聖物。{nl}
QUEST_LV_0100_20150803_007786	現在想想，好像是在真理的樹木團那些傢伙在這裡設置了聖物後，那些屍體就開始復活了。{nl}但是，就連我也無法靠近那個聖物。周圍好像覆蓋著讓人無法靠近的結界…{nl}
QUEST_LV_0100_20150803_007787	從以前開始，瘋子邪靈祭司或是死靈法師偶爾會偷偷潛入地下墓穴。{nl}他們會對安置在這裡的屍體進行一些不正常的實驗。{nl}
QUEST_LV_0100_20150803_007788	我父親為了阻擋那些擾亂者並守護地下墓穴，才做出了咒術人偶。{nl}將魔力注入這個咒術人偶，就能找出擾亂墓地的力量進而破壞。
QUEST_LV_0100_20150803_007789	什麼…？ 你現在在說什麼？{nl}穿透結界進入墓地，然後用咒術人偶攻擊聖物的話，反而會讓咒術人偶壞掉？{nl}
QUEST_LV_0100_20150803_007790	怎麼可能會有這種事…因為它是真的女神聖物，所以才會連咒術人偶都無法摧毀嗎…{nl}但是，咒術人偶衝破結界的力量正是邪惡氣息的意思…{nl}
QUEST_LV_0100_20150803_007791	為了表達歉意想要幫助守墓人。{nl}但當我面對守墓人的時候，又沒有勇氣說出口。{nl}你可以幫我轉達我的歉意嗎？
QUEST_LV_0100_20150803_007792	封鎖區域的結界石
QUEST_LV_0100_20150803_007793	Notice/擋住被封鎖的區域的結界石要倒塌下來了！#5
QUEST_LV_0100_20150803_007794	Notice/已經到達了佛蘭普身藏處之史爾特凱拉森林了！#3
QUEST_LV_0100_20150803_007795	在單眼鏡探索到的特殊力量(1)
QUEST_LV_0100_20150803_007796	等到單眼鏡要使用的那一刻為止
QUEST_LV_0100_20150803_007797	不能再等下去了
QUEST_LV_0100_20150803_007798	在單眼鏡探索到的特殊力量(2)
QUEST_LV_0100_20150803_007799	分頭去找吧
QUEST_LV_0100_20150803_007800	以後再找吧
QUEST_LV_0100_20150803_007801	在單眼鏡探索到的特殊力量(3)
QUEST_LV_0100_20150803_007802	去搜查
QUEST_LV_0100_20150803_007803	說服/TALK/1/TRACK_BEFORE/None
QUEST_LV_0100_20150803_007804	大地要塞管理人
QUEST_LV_0100_20150803_007805	要製作證明書
QUEST_LV_0100_20150803_007806	以後再做吧
QUEST_LV_0100_20150803_007807	往貯藏區域(1)
QUEST_LV_0100_20150803_007808	去收集下一種材料
QUEST_LV_0100_20150803_007809	以後再收集
QUEST_LV_0100_20150803_007810	往貯藏區域(2)
QUEST_LV_0100_20150803_007811	把該做的事做好後會追過去
QUEST_LV_0100_20150803_007812	以後再去吧
QUEST_LV_0100_20150803_007813	Notice/請留下寫有能製作證明書的方法的紙條。
QUEST_LV_0100_20150803_007814	留紙條
QUEST_LV_0100_20150803_007815	士兵們的故事
QUEST_LV_0100_20150803_007816	看書/SITGROPE/1.5/TRACK_BEFORE/None
QUEST_LV_0100_20150803_007817	Notice/寫著有關露克立斯的故事
QUEST_LV_0100_20150803_007818	看書
QUEST_LV_0100_20150803_007819	蘊含怨恨的士兵靈魂(1)
QUEST_LV_0100_20150803_007820	確認士兵的遺物
QUEST_LV_0100_20150803_007821	蘊含怨恨的士兵靈魂(2)
QUEST_LV_0100_20150803_007822	放戒指
QUEST_LV_0100_20150803_007823	陷入危機的男子
QUEST_LV_0100_20150803_007824	往補給地下方移動
QUEST_LV_0100_20150803_007825	請在補給地下方追蹤韋伯的蹤跡。
QUEST_LV_0100_20150803_007826	已消滅韋伯。請回去向補給負責人報告。
QUEST_LV_0100_20150803_007827	確認封鎖區域的結界石
QUEST_LV_0100_20150803_007828	布貝們好像在封鎖區域的結界石附近消失了。請確認封鎖區域的結界石。
QUEST_LV_0100_20150803_007829	收集布貝魔石
QUEST_LV_0100_20150803_007830	使用位於封鎖地區的結界石裡的布貝魔石
QUEST_LV_0100_20150803_007831	就像布貝的作風，在封鎖區域的結界石那裡跟布貝身上的布貝魔石比對布看看吧。
QUEST_LV_0100_20150803_007832	確認封鎖地區內的水晶是否啟動
QUEST_LV_0100_20150803_007833	從消滅怪物開始保護祭壇
QUEST_LV_0100_20150803_007834	與安德伊村莊的神官對話
QUEST_LV_0100_20150803_007835	搜查草堆
QUEST_LV_0100_20150803_007836	轉交找到的食物
QUEST_LV_0100_20150803_007837	將利迪梅得草葉和解毒溶劑相調和做出解毒劑
QUEST_LV_0100_20150803_007838	請在開墾地取得利迪梅得草葉後開始製作解毒劑。
QUEST_LV_0100_20150803_007839	利用單眼鏡探索到的特殊力量
QUEST_LV_0100_20150803_007840	請消滅魔族怪物
QUEST_LV_0100_20150803_007841	尋找魔族怪物擁有的特殊力量
QUEST_LV_0100_20150803_007842	請找出魔族怪物擁有的特殊力量
QUEST_LV_0100_20150803_007843	消滅怪物並尋找蘊含特殊力量的物品
QUEST_LV_0100_20150803_007844	搜查阿曼達告知的場所
QUEST_LV_0100_20150803_007845	請搜查阿曼達告知的場所
QUEST_LV_0100_20150803_007846	說服年長管理員
QUEST_LV_0100_20150803_007847	請說服年長管理員
QUEST_LV_0100_20150803_007848	與年長管理員對話
QUEST_LV_0100_20150803_007849	請與年長管理員進行對話
QUEST_LV_0100_20150803_007850	尋找證明書的材料
QUEST_LV_0100_20150803_007851	請尋找證明書的材料
QUEST_LV_0100_20150803_007852	往儲存區域
QUEST_LV_0100_20150803_007853	消滅怪物，獲得 %s
QUEST_LV_0100_20150803_007854	請留紙條給阿曼達
QUEST_LV_0100_20150803_007855	尋找隱藏的書
QUEST_LV_0100_20150803_007856	請找出留在露克立斯時代的書
QUEST_LV_0100_20150803_007857	蘊含怨恨的士兵靈魂
QUEST_LV_0100_20150803_007858	確認士兵的遺物
QUEST_LV_0100_20150803_007859	請確認士兵的遺物
QUEST_LV_0100_20150803_007860	消滅突襲的怨恨
QUEST_LV_0100_20150803_007861	請消滅突襲的怨恨
QUEST_LV_0100_20150803_007862	與蘊含怨恨的士兵靈魂對話
QUEST_LV_0100_20150803_007863	請與蘊含怨恨的士兵靈魂進行對話
QUEST_LV_0100_20150803_007864	去找蘊含怨恨的士兵靈魂告知的場所
QUEST_LV_0100_20150803_007865	請找出蘊含怨恨的士兵靈魂告知的場所
QUEST_LV_0100_20150803_007866	救出陷入危機的男子
QUEST_LV_0100_20150803_007867	請救出陷入危機的男子
QUEST_LV_0100_20150803_007868	與信徒金塔斯對話
QUEST_LV_0100_20150803_007869	已救出陷入危機的男子。請與他進行對話。
QUEST_LV_0100_20150804_007870	實力比想像得還要好呢。{nl}我還有要事相求…怎麼樣？
QUEST_LV_0100_20150804_007871	我因為結界的關係動彈不得。{nl}幫我想辦法解決這綁住我的結界吧。
QUEST_LV_0100_20150804_007872	出大事了。怪物們好像正往這裡來。{nl}好像知道我已經被釋放了。
QUEST_LV_0100_20150804_007873	老師會在哪裡呢？太擔心了，覺得好可怕。
QUEST_LV_0100_20150804_007874	果然是只有啟示者才能通過的試煉。{nl}原來如此…因為是王陵的主人所準備的試煉。
QUEST_LV_0100_20150804_007875	沒受傷吧？{nl}啊，原來這就是代表大王第二個試煉信物。
QUEST_LV_0100_20150804_007876	看來你很快就會收集到所有試煉信物。{nl}我會期待的。
QUEST_LV_0100_20150804_007877	終於收集到所有試煉信物了。{nl}請把信物給我。要開始分析了。
QUEST_LV_0100_20150804_007878	浮現的字句
QUEST_LV_0100_20150804_007879	為了防範敵人亂動手，朕準備了4個試煉。{nl}如果你沒做好萬全準備也是無法通過的。{nl}
QUEST_LV_0100_20150804_007880	快去尋找吧。{nl}當你證明自己就是真正的救援者時，未來的路就會為你展開。{nl}
QUEST_LV_0100_20150804_007881	嘿咻。原來如此…{nl}信物好像被某樣東西覆蓋住了，很難找。{nl}
QUEST_LV_0100_20150804_007882	我會在這裡悠閒地等你們。{nl}信物已經到手的話何必著急呢。
QUEST_LV_0100_20150804_007883	已向您說明了關於刻在碑文上的文字和信物。
QUEST_LV_0100_20150804_007884	Notice/虛那印突然撲上前來！#7
QUEST_LV_0100_20150804_007885	放石頭中
QUEST_LV_0100_20150804_007886	觀察碑文中
QUEST_LV_0100_20150804_007887	向雷克西波說明有關信物的事
QUEST_LV_0100_20150804_007888	技術員哈伊奈恩好像發生了什麼不好處理的事。請與技術員哈伊奈恩進行對話。
QUEST_LV_0100_20150804_007889	技術員哈伊奈恩希望您能幫他消滅周遭的怪物。
QUEST_LV_0100_20150804_007890	依照技術員哈伊奈恩的請求，已破壞西邊的結界。試著再和哈伊奈恩交談。
QUEST_LV_0100_20150804_007891	破壞石柱收集 %s
QUEST_LV_0100_20150804_007892	在阿爾庫內階梯路放置靈氣流動的石頭
QUEST_LV_0100_20150804_007893	已獲得關於大王試煉信物。試著和史學家雷克西波交談。
QUEST_LV_0100_20150804_007894	碑文曾說過關於啟示者證明的試煉。請與史學者雷克西波討論關於下一個碑文的位置。
QUEST_LV_0100_20150804_007895	這是札卡里耶爾大王所準備的第三個試驗。請閱讀位於迪基內岔路左邊的碑文，並獲得第三個試煉信物。
QUEST_LV_0100_20150804_007896	已獲得第三個試煉信物。請回到不知從何處冒出來的史學者雷克西波身邊，再次進行對話。
QUEST_LV_0100_20150804_007897	獲得%s
QUEST_LV_0100_20150804_007898	要解決最後一個碑文，才算通過所有的試驗。請與史學者雷克西波討論關於碑文的位置。
QUEST_LV_0100_20150804_007899	這是札卡里耶爾大王所準備的最後試練。請閱讀位於阿帕堤懸崖的碑文，獲得第四個試煉信物。
QUEST_LV_0100_20150804_007900	已獲得第四個試煉信物。請回到史學者雷克西波身邊，再次進行對話。
QUEST_LV_0100_20150804_007901	史學者雷克西波看著信物在沉思著什麼。試著和史學家雷克西波交談。
QUEST_LV_0100_20150804_007902	史學者雷克西波說信物被某樣東西覆蓋住，要您去採集研磨劑需要用的霍克瑪牙齒回來。請去收集霍克瑪的牙齒。
QUEST_LV_0100_20150804_007903	史學者雷克西波帶著札卡里耶爾試煉信物消失了。請向位於王之高原的聯絡官培爾詢問史學者雷克西波的行蹤。
QUEST_LV_0100_20150804_007904	因為史學者雷克西波把札卡里耶爾的信物全部帶走了，所以一定要把史學者雷克西波給找出來。雖然有點失禮，但還是請你再去問一次。
QUEST_LV_0100_20150804_007905	在準備解開懸崖的封印的那一煞那，怪物們突然衝過來。請消滅衝過來的怪物！
QUEST_LV_0100_20150811_007906	よくやった。{nl}パラディンマスターとして、君の業績に敬意を示そう。
QUEST_LV_0100_20150811_007907	ゴブリン基地はここから右の奥へ進んだところにある。{nl}村長としてできることが何もないのが情けない限りだ。
QUEST_LV_0100_20150811_007908	ならば、お前がエサとなって三侍従の柱廊にある王陵守護装置を作動させよ。{nl}私に従えば考えてやってもいいだろう。
QUEST_LV_0100_20150811_007909	何人たりとも大王の安息を妨げてはならぬ。
QUEST_LV_0100_20150811_007910	火をつけています/FIRE/1.5/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150811_007911	Notice/!/アモラルールの丘へ向かう霊魂を説得して{nl}切ないフクロウの彫像のもとへ導いてください！
QUEST_LV_0100_20150811_007912	Notice/グレーゴーレムの退治に成功しました！#8
QUEST_LV_0100_20150811_007913	Notice/ルクリスの遺産で1のステータスポイントを獲得しました！
QUEST_LV_0100_20150811_007914	箱を開けています/UNLOCK/2.5/TRACK_BEFORE/None
QUEST_LV_0100_20150811_007915	Notice/ホグマの歯を手に入れて戻りましたが、レキシファーが姿が見当たりません！#8
QUEST_LV_0100_20150811_007916	Notice/リディア・シャッフェンの四つ目の碑石を確認しました。{nl}最後の碑石の内容を確認してください。
QUEST_LV_0100_20150811_007917	Notice/根に触れるとガイガラスが立ち塞がりました！#5
QUEST_LV_0100_20150811_007918	Notice/根に触れるとモリックが立ち塞がりました！#5
QUEST_LV_0100_20150811_007919	Notice/ルクリスと関係のある内容が書かれています。
QUEST_LV_0100_20150811_007920	サウガの袋から失踪の手がかりを探す
