QUEST_LV_0200_20150317_000001	皮爾力巴斯直屬隊員
QUEST_LV_0200_20150323_005073	強化魔法陣
QUEST_LV_0200_20150323_005074	已把怪物的氣息收集在空瓶中。請馬上把怪物的氣息散播到魔法陣上。
QUEST_LV_0200_20150323_005075	請靠近確認是什麼東西讓魔法陣有缺陷。
QUEST_LV_0200_20150323_005076	把怪物的氣息聚集在瓶中，並將瓶子埋在魔法陣兩側
QUEST_LV_0200_20150323_005077	獵殺怪物後聚集邪惡氣息，埋在魔法陣的兩側就能強化魔法陣。
QUEST_LV_0200_20150323_005078	與利瑪斯對話
QUEST_LV_0200_20150323_005079	請和利瑪斯對話。
QUEST_LV_0200_20150323_005080	看守倉庫
QUEST_LV_0200_20150323_005081	聽說後方的存放動力器燃料的倉庫有時候會被怪物洗劫。請解決利瑪斯的煩惱。
QUEST_LV_0200_20150323_005082	已消滅想襲擊倉庫的怪物。請去把這件事告訴利瑪斯。
QUEST_LV_0200_20150323_005083	消滅想襲擊倉庫的怪物
QUEST_LV_0200_20150323_005084	請靠近查看缺了什麼的魔法陣。
QUEST_LV_0200_20150323_005085	向利瑪斯說明情況
QUEST_LV_0200_20150323_005086	魔法陣有異常震動。請把這個內容向利瑪斯報告。
QUEST_LV_0200_20150323_005087	在魔法陣上灑毒
QUEST_LV_0200_20150323_005088	請帶著利瑪斯給你的毒藥瓶去灑在魔法陣上。雖然不知道怪物的邪惡氣息是如何強化魔法陣的，暫時就按吩咐去蒐集更多情報吧。
QUEST_LV_0200_20150323_005089	由於已經灑下魔法師給你的毒藥，似乎能強化魔法陣了。請稍微觀察一下。
QUEST_LV_0200_20150323_005090	消滅湧入魔法陣的怪物
QUEST_LV_0200_20150323_005091	在魔法陣快被強化之際，怪物突然猛攻而來！ 無論如何，似乎是因為剛才灑在魔法陣上的毒液造成的。請先將怪物們消滅。
QUEST_LV_0200_20150323_005092	消滅聞到氣味蜂擁而至的怪物
QUEST_LV_0200_20150323_005093	似乎有不完整的魔法陣。請在異常氣息擴散之前強化魔法陣。
QUEST_LV_0200_20150323_005094	使其吸收怪物
QUEST_LV_0200_20150323_005095	為了強化魔法陣，必須把怪物拉到魔法陣周圍。請把活生生的怪物帶來。
QUEST_LV_0200_20150323_005096	與某個男子對話
QUEST_LV_0200_20150323_005097	某個看似與男爵有關聯的男子站在那邊。請靠近找他說話。
QUEST_LV_0200_20150323_005098	拿著肉過去
QUEST_LV_0200_20150323_005099	男爵的秘書─貝紐斯正在抱怨說，男爵考量到戰略需要因此在上方飼養孟堤肯，最近那傢伙無所事事卻一個勁的吃飼料。甚至連胃口都變挑剔，要我帶鳥肉給他。請帶著肉前往貝紐斯所說的地區。
QUEST_LV_0200_20150323_005100	向貝紐斯報告
QUEST_LV_0200_20150323_005101	由於孟堤肯想吃人，所以就把他消滅掉了。請把這件事告訴貝紐斯。
QUEST_LV_0200_20150323_005102	觀察可疑的地方
QUEST_LV_0200_20150323_005103	女神頭像就被埋在那裡，一半的頭部露出地面。女神像居然被埋在這種地方… 請靠近把它挖出來。
QUEST_LV_0200_20150323_005104	挖出女神像的頭
QUEST_LV_0200_20150323_005105	這種地方竟然會有女神像的頭，真詭異。請挖出來看看。
QUEST_LV_0200_20150323_005106	取得有關得到的物品的情報
QUEST_LV_0200_20150323_005107	驚人的是，埋在地中的不是女神像而是女神像的一部分，也就是頭部。似乎得把這個事實告訴附近的某個人才行。
QUEST_LV_0200_20150323_005108	打開酒桶
QUEST_LV_0200_20150323_005109	那種地方怎麼會有酒桶，真詭異。請向前打開它。
QUEST_LV_0200_20150323_005110	破壞酒桶
QUEST_LV_0200_20150323_005111	正想破壞酒桶的時候怪物就出來礙事！ 請避開怪物的攻擊，並在限制時間內破壞酒桶把它打開！
QUEST_LV_0200_20150323_005112	尋找能打聽線索的人
QUEST_LV_0200_20150323_005113	在破碎的酒桶中發現看似小石像的上半身碎片。把這個拿去給其他人，了解一下它的來歷。
QUEST_LV_0200_20150323_005114	觀察木質酒桶
QUEST_LV_0200_20150323_005115	位置上的木質酒桶很不尋常。請向前去察看。
QUEST_LV_0200_20150323_005116	製造木槌
QUEST_LV_0200_20150323_005117	沒想到酒桶這麼難開。聽說這種木質酒桶必須用木槌來開。請在周圍取得能製作木槌的材料。
QUEST_LV_0200_20150323_005118	尋找線索
QUEST_LV_0200_20150323_005119	需要找人詢問有關從酒桶中取出的石像碎片的事。請在找到人之後，詢問相關的事情。
QUEST_LV_0200_20150323_005120	查看插在地面上的翅膀
QUEST_LV_0200_20150323_005121	地面上插著某種翅膀形狀的某種東西。請向前去察看。
QUEST_LV_0200_20150323_005122	插在地面上的翅膀是克洛提德的一部分。請消滅克洛提德。
QUEST_LV_0200_20150323_005123	在翅膀上尋找線索
QUEST_LV_0200_20150323_005124	似乎有人知道從克洛提德取得的小翅膀碎片的事。請找到那個人，並讓他看這個碎片。
QUEST_LV_0200_20150323_005125	與約亞那對話
QUEST_LV_0200_20150323_005126	是約亞先把所有東西全都帶走的。請向約亞那詢問這件事。
QUEST_LV_0200_20150323_005127	取得黏稠的液體
QUEST_LV_0200_20150323_005128	約亞那說需要有能夠黏貼那些石像的東西。似乎必須向怪物取得黏稠的東西。
QUEST_LV_0200_20150323_005129	拿去給約亞那
QUEST_LV_0200_20150323_005130	請把向怪物取得的黏稠體液拿去給約亞那。
QUEST_LV_0200_20150323_005131	向怪物取得%s
QUEST_LV_0200_20150323_005132	向怪物取得黏稠的體液
QUEST_LV_0200_20150323_005133	去見約亞那
QUEST_LV_0200_20150323_005134	約亞那好像有話要說。請靠近問問看是什麼事。
QUEST_LV_0200_20150323_005135	查證異常氣息
QUEST_LV_0200_20150323_005136	特定地區散發出某種氣息，約亞那說想查證那是什麼氣息。把怪物的體力消減至一半以下之後找魔法陣對話，看看會出現什麼反應就行了。
QUEST_LV_0200_20150323_005137	向約亞那報告
QUEST_LV_0200_20150323_005138	從怪物消失這點看來，那似乎不是負面氣息。請向約亞那報告這件事。
QUEST_LV_0200_20150323_005139	與約那里斯對話
QUEST_LV_0200_20150323_005140	在這個地區，某人看起來有很多話要說。請靠近他打聽看看，說不定能得到情報。
QUEST_LV_0200_20150323_005141	燒掉魔法陣
QUEST_LV_0200_20150323_005142	請利用魔法陣周圍的怪物消滅魔法陣。把著火的怪物丟進魔法陣，是不是就能讓魔法陣燒起來呢？
QUEST_LV_0200_20150323_005143	向約那里斯報告
QUEST_LV_0200_20150323_005144	請告訴約那里斯已成功清除封印魔法陣。
QUEST_LV_0200_20150323_005145	與約那里斯對話
QUEST_LV_0200_20150323_005146	約那里斯好像在計劃消滅其他地方的魔法陣。請過去聽取他的計劃。
QUEST_LV_0200_20150323_005147	把女神像拿來放置在魔法陣上
QUEST_LV_0200_20150323_005148	約那里斯問說，如果有女神的權能，是不是就能消滅魔法陣。最好確認之前交給約亞那的女神像碎片是否已經貼好，取得後帶來放在魔法陣上。
QUEST_LV_0200_20150323_005149	告訴約那里斯
QUEST_LV_0200_20150323_005150	已成功解除魔法陣，接著旁邊的田便開始發芽 請把這件事告訴約那里斯。
QUEST_LV_0200_20150323_005151	去見傑卡斯
QUEST_LV_0200_20150323_005152	好像有農民需要幫助。請上前看看吧。
QUEST_LV_0200_20150323_005153	找回種子
QUEST_LV_0200_20150323_005154	傑卡斯說這裡的怪物好像把農耕所需的種子偷走了。請向周圍的怪物收集種子並交給傑卡斯。
QUEST_LV_0200_20150323_005155	交給傑卡斯
QUEST_LV_0200_20150323_005156	雖然不太清楚，但請把向怪物取回的東西拿去給傑卡斯。
QUEST_LV_0200_20150323_005157	向怪物取回種子
QUEST_LV_0200_20150323_005158	與豪拉奇烏斯對話
QUEST_LV_0200_20150323_005159	豪拉奇烏斯好像有事想拜託你。請靠近點跟他說話。
QUEST_LV_0200_20150323_005160	取得木棍
QUEST_LV_0200_20150323_005161	豪拉奇烏斯說為了製作成就大事所需的東西，需要大量木棍。請在周圍的籬笆近處取得木棍。
QUEST_LV_0200_20150323_005162	拿去交給豪拉奇烏斯
QUEST_LV_0200_20150323_005163	大概取得木棍了。請把取得的木棍拿去給豪拉奇烏斯。
QUEST_LV_0200_20150323_005164	與豪拉奇烏斯合作
QUEST_LV_0200_20150323_005165	為了幫助豪拉奇烏斯正在進行的事，請找他說話。
QUEST_LV_0200_20150323_005166	取得堅硬的石頭
QUEST_LV_0200_20150323_005167	為了協助豪拉奇烏斯進行抗爭，請收集他需要的石塊。可向怪物取得。
QUEST_LV_0200_20150323_005168	交給豪拉奇烏斯
QUEST_LV_0200_20150323_005169	請把向怪物取得的石塊拿去給豪拉奇烏斯。
QUEST_LV_0200_20150323_005170	協助豪拉奇烏斯
QUEST_LV_0200_20150323_005171	豪拉奇烏斯好像有事想拜託你。試著交談。
QUEST_LV_0200_20150323_005172	收集怪物的毒
QUEST_LV_0200_20150323_005173	豪拉奇烏斯說為了把毒抹在剛才取得的木棍上，必須收集怪物的毒。請安置他剛才給你的甕，再把怪物引過來收集毒。
QUEST_LV_0200_20150323_005174	轉交怪物的毒
QUEST_LV_0200_20150323_005175	收集到怪物的毒後，請拿去給豪拉奇烏斯。
QUEST_LV_0200_20150323_005176	向豪拉奇烏斯詢問武器供應方面有沒有能幫得上忙的地方。
QUEST_LV_0200_20150323_005177	取得捐贈的農具並帶過來
QUEST_LV_0200_20150323_005178	豪拉奇烏斯說需要大量能變成武器來的農具。他說到目前收集到的農具都還在修理所以無法行動，請去問他是否能向周遭的農民取得農具。
QUEST_LV_0200_20150323_005179	把農具帶去給豪拉奇烏斯
QUEST_LV_0200_20150323_005180	已成功說服農民並取得農具。現在就請帶著這個去給豪拉奇烏斯吧。
QUEST_LV_0200_20150323_005181	與塔烏拉斯對話
QUEST_LV_0200_20150323_005182	請去聽聽其他農民的情況。
QUEST_LV_0200_20150323_005183	採集蒲公英
QUEST_LV_0200_20150323_005184	塔烏拉斯目前正負責供應抗爭所需的糧食。為了幫助他的任務，請採集XX區域的蒲公英。請注意，蒲公英必須連根拔起才有糧食的價值。
QUEST_LV_0200_20150323_005185	把蒲公英交給塔烏拉斯
QUEST_LV_0200_20150323_005186	已取得足夠的蒲公英，請馬上拿去給塔烏拉斯。
QUEST_LV_0200_20150323_005187	塔烏拉斯為了儲備糧食，似乎還有其他事想拜託你。試著交談。
QUEST_LV_0200_20150323_005188	製作肉乾
QUEST_LV_0200_20150323_005189	為了進行持久的抗爭，必須事先製作能長時間保存的肉乾。獵捕怪物取得瘦肉後，請放進乾燥器中製作肉乾。
QUEST_LV_0200_20150323_005190	轉交肉乾
QUEST_LV_0200_20150323_005191	肉乾已製作完成。請將完成的肉乾交給塔烏拉斯。
QUEST_LV_0200_20150323_005192	取得瘦肉
QUEST_LV_0200_20150323_005193	塔烏拉斯好像有事想辦托你。請接受他的請託。
QUEST_LV_0200_20150323_005194	消滅想洗劫糧倉的怪物
QUEST_LV_0200_20150323_005195	農民們說囤積抗爭用糧食的倉庫最近常被怪物洗劫。請去查看倉庫。
QUEST_LV_0200_20150323_005196	向塔烏拉斯報告
QUEST_LV_0200_20150323_005197	果然，倉庫差點就遭受怪物的襲擊了。已消滅所有怪物，請把這件事告訴塔烏拉斯。
QUEST_LV_0200_20150323_005198	消滅想侵略糧倉的怪物
QUEST_LV_0200_20150323_005199	去見阿爾費納
QUEST_LV_0200_20150323_005200	說不定有人需要幫忙。請靠近點跟他說話。
QUEST_LV_0200_20150323_005201	與阿爾費納對話
QUEST_LV_0200_20150323_005202	請與阿爾費納對話。
QUEST_LV_0200_20150323_005203	請和阿爾費納談有關重建特南茲農場的事。
QUEST_LV_0200_20150323_005204	請聽阿爾費納說有關重建特南茲農場的事。
QUEST_LV_0200_20150323_005205	恢復祭壇
QUEST_LV_0200_20150323_005206	有某種東西在籬笆的另一頭打壓女神的祭壇。請破壞籬笆，消滅阻礙此地重建的絆腳石。
QUEST_LV_0200_20150323_005207	向阿爾費納報告
QUEST_LV_0200_20150323_005208	已消滅打壓祭壇的奇魯毛蟲獸，請把這件事告訴阿爾費納。
QUEST_LV_0200_20150323_005209	與阿爾費納討論
QUEST_LV_0200_20150323_005210	請和他討論重建農場方面有沒有能幫得上忙的地方。
QUEST_LV_0200_20150323_005211	解除封印魔法陣
QUEST_LV_0200_20150323_005212	聽說有人在XX區域發現封印魔法陣。但是如果觸動封印魔法陣，也許是因為其效果的緣故而會受到傷害。請投擲阿爾費納給你的堅硬黑石打破封印魔法陣。
QUEST_LV_0200_20150323_005213	告訴阿爾費納
QUEST_LV_0200_20150323_005214	已經有效率地清除封印魔法陣。請把這件事告訴阿爾費納。
QUEST_LV_0200_20150323_005215	與阿爾費納討論
QUEST_LV_0200_20150323_005216	請與阿爾費納討論有關重建特南茲農場的事。她好像有事想拜託你。
QUEST_LV_0200_20150323_005217	破壞魔法陣
QUEST_LV_0200_20150323_005218	破壞魔法陣應該就能重建此區。請破壞地區的魔法陣。
QUEST_LV_0200_20150323_005219	已清除地區的魔法陣！ 請把這個消息告訴阿爾費納！
QUEST_LV_0200_20150323_005220	清除封印魔法陣
QUEST_LV_0200_20150323_005221	與豪拉奇烏斯討論
QUEST_LV_0200_20150323_005222	似乎需要與農夫領袖豪拉奇烏斯討論看看。請前去找他。
QUEST_LV_0200_20150323_005223	分發聯名信
QUEST_LV_0200_20150323_005224	已接近豪拉奇烏斯計畫的日子了。現在只剩下徵求特南茲農場的農夫們的同意了。請前去取得豪拉奇烏斯的親筆信，並拿著他給的聯名信，獲得農夫們的簽名。必須獲得8名特南茲農場的農夫簽名。
QUEST_LV_0200_20150323_005225	交付聯名信
QUEST_LV_0200_20150323_005226	已獲得聯名信上足夠的署明。現在就請將聯明信交給豪拉奇烏斯。
QUEST_LV_0200_20150323_005227	收集研究所需的魔族標本
QUEST_LV_0200_20150323_005228	祭司貝內地特正在研究破除那柯堤斯詛咒的方法。為了貝內地特，請去取得魔族的標本。
QUEST_LV_0200_20150323_005229	已收集到所有魔族的標本。請交給祭司貝內地特。
QUEST_LV_0200_20150323_005230	收拾寇里佛拉伊取得%s
QUEST_LV_0200_20150323_005231	收集魔族的標本
QUEST_LV_0200_20150323_005232	祭司貝內地特說自己的假設似乎哪裡出錯了，要求你去尋找其他的魔族標本。請去收集魔族的標本。
QUEST_LV_0200_20150323_005233	請消滅羅佛特倫，取得%s
QUEST_LV_0200_20150323_005234	祭司高達似乎有很多不滿。請與祭司普羅基特對話。
QUEST_LV_0200_20150323_005235	消滅弄髒大教堂的魔族
QUEST_LV_0200_20150323_005236	祭司普羅基特表示，無法饒恕玷污大教堂的魔族們。請代替祭司普羅基特消滅魔族吧。
QUEST_LV_0200_20150323_005237	似乎消滅了不少魔族。請與祭司普羅基特對話。
QUEST_LV_0200_20150323_005238	與奇堤斯對話
QUEST_LV_0200_20150323_005239	在奇堤斯的開墾地上，看到了陷入煩惱的奇堤斯。請與奇堤斯對話。
QUEST_LV_0200_20150323_005240	向柯拉佩達的烈焰法師大師要求支援
QUEST_LV_0200_20150323_005241	奇堤斯說開墾地的工人們因為怪物而中毒，現在臥病在床。請向烈焰法師大師要求支援。
QUEST_LV_0200_20150323_005242	烈焰法師大師欣然地答應要幫忙。請再次與烈焰法師大師對話
QUEST_LV_0200_20150323_005243	收集在開墾地的粉紅喬帕露卡的標本
QUEST_LV_0200_20150323_005244	烈焰法師大師欣然地答應要幫忙。請先到開墾地收集粉紅喬帕露卡的標本吧。
QUEST_LV_0200_20150323_005245	交給烈焰法師大師
QUEST_LV_0200_20150323_005246	已取得所有粉紅喬帕露卡的標本 請交給烈焰法師大師。
QUEST_LV_0200_20150323_005247	在開墾地收集%s
QUEST_LV_0200_20150323_005248	調查怪物標本的烈焰法師大師表情凝重。請與烈焰法師大師對話。
QUEST_LV_0200_20150323_005249	在開墾地裡搜查狂暴化現況的原因
QUEST_LV_0200_20150323_005250	烈焰法師大師感受到不明的毒氣與咒術。請再次回到開墾地，找出毒氣與咒術是源自何處。
QUEST_LV_0200_20150323_005251	在努歐圖山麓發現魔法陣畫成的皮革與短劍。請交給烈焰法師大師。
QUEST_LV_0200_20150323_005252	破壞來歷不明的祭壇
QUEST_LV_0200_20150323_005253	很遺憾地，烈焰法師大師表示他對咒術不太瞭解。請再次與烈焰法師大師對話。
QUEST_LV_0200_20150323_005254	請試著與邪靈祭司大師談論有關咒術之事。
QUEST_LV_0200_20150323_005255	聽說邪靈祭司大師對咒術更有研究。請向邪靈祭司大師詢問有關咒術的一切。
